"region";"år";"statistikkvariabel";"Folkemengde 1. januar, etter region, år og statistikkvariabel"
"0101 Halden";"1986";"Personer";25844
"0101 Halden";"1987";"Personer";25807
"0101 Halden";"1988";"Personer";25848
"0101 Halden";"1989";"Personer";25841
"0101 Halden";"1990";"Personer";25816
"0101 Halden";"1991";"Personer";25852
"0101 Halden";"1992";"Personer";25831
"0101 Halden";"1993";"Personer";25896
"0101 Halden";"1994";"Personer";25908
"0101 Halden";"1995";"Personer";25953
"0101 Halden";"1996";"Personer";26021
"0101 Halden";"1997";"Personer";26162
"0101 Halden";"1998";"Personer";26417
"0101 Halden";"1999";"Personer";26523
"0101 Halden";"2000";"Personer";26733
"0101 Halden";"2001";"Personer";27133
"0101 Halden";"2002";"Personer";27204
"0101 Halden";"2003";"Personer";27438
"0101 Halden";"2004";"Personer";27464
"0101 Halden";"2005";"Personer";27582
"0101 Halden";"2006";"Personer";27722
"0101 Halden";"2007";"Personer";27835
"0101 Halden";"2008";"Personer";28092
"0101 Halden";"2009";"Personer";28389
"0101 Halden";"2010";"Personer";28776
"0101 Halden";"2011";"Personer";29220
"0101 Halden";"2012";"Personer";29543
"0101 Halden";"2013";"Personer";29880
"0101 Halden";"2014";"Personer";30132
"0101 Halden";"2015";"Personer";30328
"0101 Halden";"2016";"Personer";30544
"0101 Halden";"2017";"Personer";30790
"0104 Moss";"1986";"Personer";24548
"0104 Moss";"1987";"Personer";24668
"0104 Moss";"1988";"Personer";24747
"0104 Moss";"1989";"Personer";24720
"0104 Moss";"1990";"Personer";24657
"0104 Moss";"1991";"Personer";24725
"0104 Moss";"1992";"Personer";24805
"0104 Moss";"1993";"Personer";25013
"0104 Moss";"1994";"Personer";25071
"0104 Moss";"1995";"Personer";25239
"0104 Moss";"1996";"Personer";25358
"0104 Moss";"1997";"Personer";25524
"0104 Moss";"1998";"Personer";25860
"0104 Moss";"1999";"Personer";26242
"0104 Moss";"2000";"Personer";26633
"0104 Moss";"2001";"Personer";27143
"0104 Moss";"2002";"Personer";27338
"0104 Moss";"2003";"Personer";27534
"0104 Moss";"2004";"Personer";27732
"0104 Moss";"2005";"Personer";28040
"0104 Moss";"2006";"Personer";28182
"0104 Moss";"2007";"Personer";28633
"0104 Moss";"2008";"Personer";29073
"0104 Moss";"2009";"Personer";29588
"0104 Moss";"2010";"Personer";30030
"0104 Moss";"2011";"Personer";30265
"0104 Moss";"2012";"Personer";30723
"0104 Moss";"2013";"Personer";30988
"0104 Moss";"2014";"Personer";31308
"0104 Moss";"2015";"Personer";31802
"0104 Moss";"2016";"Personer";32182
"0104 Moss";"2017";"Personer";32407
"0105 Sarpsborg";"1986";"Personer";0
"0105 Sarpsborg";"1987";"Personer";0
"0105 Sarpsborg";"1988";"Personer";0
"0105 Sarpsborg";"1989";"Personer";0
"0105 Sarpsborg";"1990";"Personer";0
"0105 Sarpsborg";"1991";"Personer";0
"0105 Sarpsborg";"1992";"Personer";46611
"0105 Sarpsborg";"1993";"Personer";46543
"0105 Sarpsborg";"1994";"Personer";46381
"0105 Sarpsborg";"1995";"Personer";46449
"0105 Sarpsborg";"1996";"Personer";46424
"0105 Sarpsborg";"1997";"Personer";46440
"0105 Sarpsborg";"1998";"Personer";46692
"0105 Sarpsborg";"1999";"Personer";47122
"0105 Sarpsborg";"2000";"Personer";47447
"0105 Sarpsborg";"2001";"Personer";47993
"0105 Sarpsborg";"2002";"Personer";48555
"0105 Sarpsborg";"2003";"Personer";49044
"0105 Sarpsborg";"2004";"Personer";49423
"0105 Sarpsborg";"2005";"Personer";49753
"0105 Sarpsborg";"2006";"Personer";50115
"0105 Sarpsborg";"2007";"Personer";50593
"0105 Sarpsborg";"2008";"Personer";51053
"0105 Sarpsborg";"2009";"Personer";51723
"0105 Sarpsborg";"2010";"Personer";52159
"0105 Sarpsborg";"2011";"Personer";52805
"0105 Sarpsborg";"2012";"Personer";53333
"0105 Sarpsborg";"2013";"Personer";53696
"0105 Sarpsborg";"2014";"Personer";54059
"0105 Sarpsborg";"2015";"Personer";54192
"0105 Sarpsborg";"2016";"Personer";54678
"0105 Sarpsborg";"2017";"Personer";55127
"0106 Fredrikstad";"1986";"Personer";0
"0106 Fredrikstad";"1987";"Personer";0
"0106 Fredrikstad";"1988";"Personer";0
"0106 Fredrikstad";"1989";"Personer";0
"0106 Fredrikstad";"1990";"Personer";0
"0106 Fredrikstad";"1991";"Personer";0
"0106 Fredrikstad";"1992";"Personer";0
"0106 Fredrikstad";"1993";"Personer";0
"0106 Fredrikstad";"1994";"Personer";64843
"0106 Fredrikstad";"1995";"Personer";65214
"0106 Fredrikstad";"1996";"Personer";65711
"0106 Fredrikstad";"1997";"Personer";66034
"0106 Fredrikstad";"1998";"Personer";66746
"0106 Fredrikstad";"1999";"Personer";67415
"0106 Fredrikstad";"2000";"Personer";67761
"0106 Fredrikstad";"2001";"Personer";68143
"0106 Fredrikstad";"2002";"Personer";68505
"0106 Fredrikstad";"2003";"Personer";69288
"0106 Fredrikstad";"2004";"Personer";69867
"0106 Fredrikstad";"2005";"Personer";70418
"0106 Fredrikstad";"2006";"Personer";70791
"0106 Fredrikstad";"2007";"Personer";71297
"0106 Fredrikstad";"2008";"Personer";71976
"0106 Fredrikstad";"2009";"Personer";72760
"0106 Fredrikstad";"2010";"Personer";73638
"0106 Fredrikstad";"2011";"Personer";74579
"0106 Fredrikstad";"2012";"Personer";75583
"0106 Fredrikstad";"2013";"Personer";76807
"0106 Fredrikstad";"2014";"Personer";77591
"0106 Fredrikstad";"2015";"Personer";78159
"0106 Fredrikstad";"2016";"Personer";78967
"0106 Fredrikstad";"2017";"Personer";80121
"0111 Hvaler";"1986";"Personer";2921
"0111 Hvaler";"1987";"Personer";2968
"0111 Hvaler";"1988";"Personer";3090
"0111 Hvaler";"1989";"Personer";3181
"0111 Hvaler";"1990";"Personer";3213
"0111 Hvaler";"1991";"Personer";3222
"0111 Hvaler";"1992";"Personer";3266
"0111 Hvaler";"1993";"Personer";3273
"0111 Hvaler";"1994";"Personer";3364
"0111 Hvaler";"1995";"Personer";3407
"0111 Hvaler";"1996";"Personer";3430
"0111 Hvaler";"1997";"Personer";3462
"0111 Hvaler";"1998";"Personer";3460
"0111 Hvaler";"1999";"Personer";3487
"0111 Hvaler";"2000";"Personer";3494
"0111 Hvaler";"2001";"Personer";3504
"0111 Hvaler";"2002";"Personer";3588
"0111 Hvaler";"2003";"Personer";3617
"0111 Hvaler";"2004";"Personer";3694
"0111 Hvaler";"2005";"Personer";3773
"0111 Hvaler";"2006";"Personer";3821
"0111 Hvaler";"2007";"Personer";3880
"0111 Hvaler";"2008";"Personer";3961
"0111 Hvaler";"2009";"Personer";3998
"0111 Hvaler";"2010";"Personer";4085
"0111 Hvaler";"2011";"Personer";4160
"0111 Hvaler";"2012";"Personer";4206
"0111 Hvaler";"2013";"Personer";4284
"0111 Hvaler";"2014";"Personer";4386
"0111 Hvaler";"2015";"Personer";4480
"0111 Hvaler";"2016";"Personer";4511
"0111 Hvaler";"2017";"Personer";4517
"0118 Aremark";"1986";"Personer";1506
"0118 Aremark";"1987";"Personer";1509
"0118 Aremark";"1988";"Personer";1491
"0118 Aremark";"1989";"Personer";1493
"0118 Aremark";"1990";"Personer";1493
"0118 Aremark";"1991";"Personer";1488
"0118 Aremark";"1992";"Personer";1489
"0118 Aremark";"1993";"Personer";1474
"0118 Aremark";"1994";"Personer";1456
"0118 Aremark";"1995";"Personer";1466
"0118 Aremark";"1996";"Personer";1470
"0118 Aremark";"1997";"Personer";1465
"0118 Aremark";"1998";"Personer";1461
"0118 Aremark";"1999";"Personer";1458
"0118 Aremark";"2000";"Personer";1451
"0118 Aremark";"2001";"Personer";1419
"0118 Aremark";"2002";"Personer";1441
"0118 Aremark";"2003";"Personer";1458
"0118 Aremark";"2004";"Personer";1437
"0118 Aremark";"2005";"Personer";1425
"0118 Aremark";"2006";"Personer";1456
"0118 Aremark";"2007";"Personer";1417
"0118 Aremark";"2008";"Personer";1429
"0118 Aremark";"2009";"Personer";1420
"0118 Aremark";"2010";"Personer";1424
"0118 Aremark";"2011";"Personer";1414
"0118 Aremark";"2012";"Personer";1423
"0118 Aremark";"2013";"Personer";1425
"0118 Aremark";"2014";"Personer";1408
"0118 Aremark";"2015";"Personer";1406
"0118 Aremark";"2016";"Personer";1404
"0118 Aremark";"2017";"Personer";1398
"0119 Marker";"1986";"Personer";3430
"0119 Marker";"1987";"Personer";3435
"0119 Marker";"1988";"Personer";3474
"0119 Marker";"1989";"Personer";3425
"0119 Marker";"1990";"Personer";3424
"0119 Marker";"1991";"Personer";3435
"0119 Marker";"1992";"Personer";3427
"0119 Marker";"1993";"Personer";3390
"0119 Marker";"1994";"Personer";3342
"0119 Marker";"1995";"Personer";3344
"0119 Marker";"1996";"Personer";3301
"0119 Marker";"1997";"Personer";3244
"0119 Marker";"1998";"Personer";3279
"0119 Marker";"1999";"Personer";3290
"0119 Marker";"2000";"Personer";3300
"0119 Marker";"2001";"Personer";3356
"0119 Marker";"2002";"Personer";3319
"0119 Marker";"2003";"Personer";3408
"0119 Marker";"2004";"Personer";3409
"0119 Marker";"2005";"Personer";3439
"0119 Marker";"2006";"Personer";3505
"0119 Marker";"2007";"Personer";3517
"0119 Marker";"2008";"Personer";3463
"0119 Marker";"2009";"Personer";3455
"0119 Marker";"2010";"Personer";3471
"0119 Marker";"2011";"Personer";3476
"0119 Marker";"2012";"Personer";3518
"0119 Marker";"2013";"Personer";3587
"0119 Marker";"2014";"Personer";3596
"0119 Marker";"2015";"Personer";3613
"0119 Marker";"2016";"Personer";3610
"0119 Marker";"2017";"Personer";3597
"0121 Rømskog";"1986";"Personer";702
"0121 Rømskog";"1987";"Personer";696
"0121 Rømskog";"1988";"Personer";676
"0121 Rømskog";"1989";"Personer";671
"0121 Rømskog";"1990";"Personer";653
"0121 Rømskog";"1991";"Personer";656
"0121 Rømskog";"1992";"Personer";653
"0121 Rømskog";"1993";"Personer";649
"0121 Rømskog";"1994";"Personer";639
"0121 Rømskog";"1995";"Personer";652
"0121 Rømskog";"1996";"Personer";659
"0121 Rømskog";"1997";"Personer";658
"0121 Rømskog";"1998";"Personer";669
"0121 Rømskog";"1999";"Personer";669
"0121 Rømskog";"2000";"Personer";674
"0121 Rømskog";"2001";"Personer";681
"0121 Rømskog";"2002";"Personer";657
"0121 Rømskog";"2003";"Personer";658
"0121 Rømskog";"2004";"Personer";668
"0121 Rømskog";"2005";"Personer";667
"0121 Rømskog";"2006";"Personer";670
"0121 Rømskog";"2007";"Personer";659
"0121 Rømskog";"2008";"Personer";649
"0121 Rømskog";"2009";"Personer";671
"0121 Rømskog";"2010";"Personer";688
"0121 Rømskog";"2011";"Personer";678
"0121 Rømskog";"2012";"Personer";688
"0121 Rømskog";"2013";"Personer";691
"0121 Rømskog";"2014";"Personer";672
"0121 Rømskog";"2015";"Personer";672
"0121 Rømskog";"2016";"Personer";672
"0121 Rømskog";"2017";"Personer";685
"0122 Trøgstad";"1986";"Personer";4742
"0122 Trøgstad";"1987";"Personer";4725
"0122 Trøgstad";"1988";"Personer";4755
"0122 Trøgstad";"1989";"Personer";4761
"0122 Trøgstad";"1990";"Personer";4799
"0122 Trøgstad";"1991";"Personer";4829
"0122 Trøgstad";"1992";"Personer";4785
"0122 Trøgstad";"1993";"Personer";4757
"0122 Trøgstad";"1994";"Personer";4786
"0122 Trøgstad";"1995";"Personer";4792
"0122 Trøgstad";"1996";"Personer";4792
"0122 Trøgstad";"1997";"Personer";4769
"0122 Trøgstad";"1998";"Personer";4816
"0122 Trøgstad";"1999";"Personer";4860
"0122 Trøgstad";"2000";"Personer";4868
"0122 Trøgstad";"2001";"Personer";4900
"0122 Trøgstad";"2002";"Personer";4952
"0122 Trøgstad";"2003";"Personer";4991
"0122 Trøgstad";"2004";"Personer";4953
"0122 Trøgstad";"2005";"Personer";4962
"0122 Trøgstad";"2006";"Personer";5013
"0122 Trøgstad";"2007";"Personer";4994
"0122 Trøgstad";"2008";"Personer";5039
"0122 Trøgstad";"2009";"Personer";5047
"0122 Trøgstad";"2010";"Personer";5092
"0122 Trøgstad";"2011";"Personer";5142
"0122 Trøgstad";"2012";"Personer";5219
"0122 Trøgstad";"2013";"Personer";5273
"0122 Trøgstad";"2014";"Personer";5366
"0122 Trøgstad";"2015";"Personer";5346
"0122 Trøgstad";"2016";"Personer";5343
"0122 Trøgstad";"2017";"Personer";5367
"0123 Spydeberg";"1986";"Personer";4188
"0123 Spydeberg";"1987";"Personer";4250
"0123 Spydeberg";"1988";"Personer";4274
"0123 Spydeberg";"1989";"Personer";4282
"0123 Spydeberg";"1990";"Personer";4284
"0123 Spydeberg";"1991";"Personer";4270
"0123 Spydeberg";"1992";"Personer";4296
"0123 Spydeberg";"1993";"Personer";4279
"0123 Spydeberg";"1994";"Personer";4291
"0123 Spydeberg";"1995";"Personer";4290
"0123 Spydeberg";"1996";"Personer";4295
"0123 Spydeberg";"1997";"Personer";4312
"0123 Spydeberg";"1998";"Personer";4367
"0123 Spydeberg";"1999";"Personer";4438
"0123 Spydeberg";"2000";"Personer";4486
"0123 Spydeberg";"2001";"Personer";4559
"0123 Spydeberg";"2002";"Personer";4670
"0123 Spydeberg";"2003";"Personer";4672
"0123 Spydeberg";"2004";"Personer";4706
"0123 Spydeberg";"2005";"Personer";4798
"0123 Spydeberg";"2006";"Personer";4856
"0123 Spydeberg";"2007";"Personer";4948
"0123 Spydeberg";"2008";"Personer";5073
"0123 Spydeberg";"2009";"Personer";5148
"0123 Spydeberg";"2010";"Personer";5167
"0123 Spydeberg";"2011";"Personer";5265
"0123 Spydeberg";"2012";"Personer";5348
"0123 Spydeberg";"2013";"Personer";5474
"0123 Spydeberg";"2014";"Personer";5620
"0123 Spydeberg";"2015";"Personer";5692
"0123 Spydeberg";"2016";"Personer";5736
"0123 Spydeberg";"2017";"Personer";5765
"0124 Askim";"1986";"Personer";12605
"0124 Askim";"1987";"Personer";12766
"0124 Askim";"1988";"Personer";12854
"0124 Askim";"1989";"Personer";12903
"0124 Askim";"1990";"Personer";12869
"0124 Askim";"1991";"Personer";12857
"0124 Askim";"1992";"Personer";12829
"0124 Askim";"1993";"Personer";12837
"0124 Askim";"1994";"Personer";12826
"0124 Askim";"1995";"Personer";12909
"0124 Askim";"1996";"Personer";13019
"0124 Askim";"1997";"Personer";13101
"0124 Askim";"1998";"Personer";13261
"0124 Askim";"1999";"Personer";13391
"0124 Askim";"2000";"Personer";13521
"0124 Askim";"2001";"Personer";13622
"0124 Askim";"2002";"Personer";13673
"0124 Askim";"2003";"Personer";13876
"0124 Askim";"2004";"Personer";13986
"0124 Askim";"2005";"Personer";14089
"0124 Askim";"2006";"Personer";14184
"0124 Askim";"2007";"Personer";14329
"0124 Askim";"2008";"Personer";14472
"0124 Askim";"2009";"Personer";14703
"0124 Askim";"2010";"Personer";14864
"0124 Askim";"2011";"Personer";14909
"0124 Askim";"2012";"Personer";15096
"0124 Askim";"2013";"Personer";15315
"0124 Askim";"2014";"Personer";15430
"0124 Askim";"2015";"Personer";15513
"0124 Askim";"2016";"Personer";15615
"0124 Askim";"2017";"Personer";15720
"0125 Eidsberg";"1986";"Personer";9184
"0125 Eidsberg";"1987";"Personer";9157
"0125 Eidsberg";"1988";"Personer";9188
"0125 Eidsberg";"1989";"Personer";9276
"0125 Eidsberg";"1990";"Personer";9280
"0125 Eidsberg";"1991";"Personer";9320
"0125 Eidsberg";"1992";"Personer";9270
"0125 Eidsberg";"1993";"Personer";9197
"0125 Eidsberg";"1994";"Personer";9156
"0125 Eidsberg";"1995";"Personer";9194
"0125 Eidsberg";"1996";"Personer";9190
"0125 Eidsberg";"1997";"Personer";9226
"0125 Eidsberg";"1998";"Personer";9369
"0125 Eidsberg";"1999";"Personer";9435
"0125 Eidsberg";"2000";"Personer";9703
"0125 Eidsberg";"2001";"Personer";9883
"0125 Eidsberg";"2002";"Personer";9919
"0125 Eidsberg";"2003";"Personer";9968
"0125 Eidsberg";"2004";"Personer";10121
"0125 Eidsberg";"2005";"Personer";10203
"0125 Eidsberg";"2006";"Personer";10267
"0125 Eidsberg";"2007";"Personer";10357
"0125 Eidsberg";"2008";"Personer";10509
"0125 Eidsberg";"2009";"Personer";10701
"0125 Eidsberg";"2010";"Personer";10821
"0125 Eidsberg";"2011";"Personer";10940
"0125 Eidsberg";"2012";"Personer";11049
"0125 Eidsberg";"2013";"Personer";11195
"0125 Eidsberg";"2014";"Personer";11323
"0125 Eidsberg";"2015";"Personer";11353
"0125 Eidsberg";"2016";"Personer";11396
"0125 Eidsberg";"2017";"Personer";11406
"0127 Skiptvet";"1986";"Personer";3124
"0127 Skiptvet";"1987";"Personer";3140
"0127 Skiptvet";"1988";"Personer";3160
"0127 Skiptvet";"1989";"Personer";3168
"0127 Skiptvet";"1990";"Personer";3156
"0127 Skiptvet";"1991";"Personer";3128
"0127 Skiptvet";"1992";"Personer";3097
"0127 Skiptvet";"1993";"Personer";3127
"0127 Skiptvet";"1994";"Personer";3069
"0127 Skiptvet";"1995";"Personer";3149
"0127 Skiptvet";"1996";"Personer";3150
"0127 Skiptvet";"1997";"Personer";3120
"0127 Skiptvet";"1998";"Personer";3125
"0127 Skiptvet";"1999";"Personer";3141
"0127 Skiptvet";"2000";"Personer";3140
"0127 Skiptvet";"2001";"Personer";3213
"0127 Skiptvet";"2002";"Personer";3258
"0127 Skiptvet";"2003";"Personer";3327
"0127 Skiptvet";"2004";"Personer";3336
"0127 Skiptvet";"2005";"Personer";3355
"0127 Skiptvet";"2006";"Personer";3400
"0127 Skiptvet";"2007";"Personer";3413
"0127 Skiptvet";"2008";"Personer";3525
"0127 Skiptvet";"2009";"Personer";3492
"0127 Skiptvet";"2010";"Personer";3541
"0127 Skiptvet";"2011";"Personer";3576
"0127 Skiptvet";"2012";"Personer";3631
"0127 Skiptvet";"2013";"Personer";3668
"0127 Skiptvet";"2014";"Personer";3727
"0127 Skiptvet";"2015";"Personer";3731
"0127 Skiptvet";"2016";"Personer";3742
"0127 Skiptvet";"2017";"Personer";3783
"0128 Rakkestad";"1986";"Personer";7159
"0128 Rakkestad";"1987";"Personer";7139
"0128 Rakkestad";"1988";"Personer";7125
"0128 Rakkestad";"1989";"Personer";7238
"0128 Rakkestad";"1990";"Personer";7182
"0128 Rakkestad";"1991";"Personer";7161
"0128 Rakkestad";"1992";"Personer";7126
"0128 Rakkestad";"1993";"Personer";7127
"0128 Rakkestad";"1994";"Personer";7078
"0128 Rakkestad";"1995";"Personer";7048
"0128 Rakkestad";"1996";"Personer";7020
"0128 Rakkestad";"1997";"Personer";7034
"0128 Rakkestad";"1998";"Personer";7049
"0128 Rakkestad";"1999";"Personer";7080
"0128 Rakkestad";"2000";"Personer";7076
"0128 Rakkestad";"2001";"Personer";7158
"0128 Rakkestad";"2002";"Personer";7159
"0128 Rakkestad";"2003";"Personer";7217
"0128 Rakkestad";"2004";"Personer";7232
"0128 Rakkestad";"2005";"Personer";7284
"0128 Rakkestad";"2006";"Personer";7366
"0128 Rakkestad";"2007";"Personer";7428
"0128 Rakkestad";"2008";"Personer";7515
"0128 Rakkestad";"2009";"Personer";7496
"0128 Rakkestad";"2010";"Personer";7517
"0128 Rakkestad";"2011";"Personer";7601
"0128 Rakkestad";"2012";"Personer";7698
"0128 Rakkestad";"2013";"Personer";7860
"0128 Rakkestad";"2014";"Personer";7974
"0128 Rakkestad";"2015";"Personer";8020
"0128 Rakkestad";"2016";"Personer";8084
"0128 Rakkestad";"2017";"Personer";8173
"0135 Råde";"1986";"Personer";5819
"0135 Råde";"1987";"Personer";5864
"0135 Råde";"1988";"Personer";5924
"0135 Råde";"1989";"Personer";5930
"0135 Råde";"1990";"Personer";5995
"0135 Råde";"1991";"Personer";6000
"0135 Råde";"1992";"Personer";5960
"0135 Råde";"1993";"Personer";6051
"0135 Råde";"1994";"Personer";6044
"0135 Råde";"1995";"Personer";5993
"0135 Råde";"1996";"Personer";6018
"0135 Råde";"1997";"Personer";6045
"0135 Råde";"1998";"Personer";6073
"0135 Råde";"1999";"Personer";6117
"0135 Råde";"2000";"Personer";6217
"0135 Råde";"2001";"Personer";6275
"0135 Råde";"2002";"Personer";6388
"0135 Råde";"2003";"Personer";6380
"0135 Råde";"2004";"Personer";6380
"0135 Råde";"2005";"Personer";6465
"0135 Råde";"2006";"Personer";6544
"0135 Råde";"2007";"Personer";6654
"0135 Råde";"2008";"Personer";6825
"0135 Råde";"2009";"Personer";6790
"0135 Råde";"2010";"Personer";6882
"0135 Råde";"2011";"Personer";6946
"0135 Råde";"2012";"Personer";6987
"0135 Råde";"2013";"Personer";7053
"0135 Råde";"2014";"Personer";7104
"0135 Råde";"2015";"Personer";7206
"0135 Råde";"2016";"Personer";7357
"0135 Råde";"2017";"Personer";7398
"0136 Rygge";"1986";"Personer";11606
"0136 Rygge";"1987";"Personer";11592
"0136 Rygge";"1988";"Personer";11884
"0136 Rygge";"1989";"Personer";12077
"0136 Rygge";"1990";"Personer";11991
"0136 Rygge";"1991";"Personer";12061
"0136 Rygge";"1992";"Personer";12097
"0136 Rygge";"1993";"Personer";12142
"0136 Rygge";"1994";"Personer";12189
"0136 Rygge";"1995";"Personer";12303
"0136 Rygge";"1996";"Personer";12493
"0136 Rygge";"1997";"Personer";12608
"0136 Rygge";"1998";"Personer";12887
"0136 Rygge";"1999";"Personer";13110
"0136 Rygge";"2000";"Personer";13288
"0136 Rygge";"2001";"Personer";13465
"0136 Rygge";"2002";"Personer";13539
"0136 Rygge";"2003";"Personer";13775
"0136 Rygge";"2004";"Personer";13753
"0136 Rygge";"2005";"Personer";13712
"0136 Rygge";"2006";"Personer";13862
"0136 Rygge";"2007";"Personer";13839
"0136 Rygge";"2008";"Personer";13914
"0136 Rygge";"2009";"Personer";14105
"0136 Rygge";"2010";"Personer";14293
"0136 Rygge";"2011";"Personer";14426
"0136 Rygge";"2012";"Personer";14691
"0136 Rygge";"2013";"Personer";14967
"0136 Rygge";"2014";"Personer";15101
"0136 Rygge";"2015";"Personer";15242
"0136 Rygge";"2016";"Personer";15458
"0136 Rygge";"2017";"Personer";15747
"0137 Våler (Østf.)";"1986";"Personer";3594
"0137 Våler (Østf.)";"1987";"Personer";3742
"0137 Våler (Østf.)";"1988";"Personer";3847
"0137 Våler (Østf.)";"1989";"Personer";3883
"0137 Våler (Østf.)";"1990";"Personer";4070
"0137 Våler (Østf.)";"1991";"Personer";4092
"0137 Våler (Østf.)";"1992";"Personer";4101
"0137 Våler (Østf.)";"1993";"Personer";4148
"0137 Våler (Østf.)";"1994";"Personer";4298
"0137 Våler (Østf.)";"1995";"Personer";4015
"0137 Våler (Østf.)";"1996";"Personer";3884
"0137 Våler (Østf.)";"1997";"Personer";3900
"0137 Våler (Østf.)";"1998";"Personer";3898
"0137 Våler (Østf.)";"1999";"Personer";3933
"0137 Våler (Østf.)";"2000";"Personer";4059
"0137 Våler (Østf.)";"2001";"Personer";4113
"0137 Våler (Østf.)";"2002";"Personer";4126
"0137 Våler (Østf.)";"2003";"Personer";4002
"0137 Våler (Østf.)";"2004";"Personer";4003
"0137 Våler (Østf.)";"2005";"Personer";4020
"0137 Våler (Østf.)";"2006";"Personer";4071
"0137 Våler (Østf.)";"2007";"Personer";4152
"0137 Våler (Østf.)";"2008";"Personer";4268
"0137 Våler (Østf.)";"2009";"Personer";4437
"0137 Våler (Østf.)";"2010";"Personer";4472
"0137 Våler (Østf.)";"2011";"Personer";4573
"0137 Våler (Østf.)";"2012";"Personer";4705
"0137 Våler (Østf.)";"2013";"Personer";4857
"0137 Våler (Østf.)";"2014";"Personer";4978
"0137 Våler (Østf.)";"2015";"Personer";5100
"0137 Våler (Østf.)";"2016";"Personer";5186
"0137 Våler (Østf.)";"2017";"Personer";5335
"0138 Hobøl";"1986";"Personer";3781
"0138 Hobøl";"1987";"Personer";3783
"0138 Hobøl";"1988";"Personer";3809
"0138 Hobøl";"1989";"Personer";3881
"0138 Hobøl";"1990";"Personer";3980
"0138 Hobøl";"1991";"Personer";3990
"0138 Hobøl";"1992";"Personer";3962
"0138 Hobøl";"1993";"Personer";3932
"0138 Hobøl";"1994";"Personer";3971
"0138 Hobøl";"1995";"Personer";3965
"0138 Hobøl";"1996";"Personer";4016
"0138 Hobøl";"1997";"Personer";4047
"0138 Hobøl";"1998";"Personer";4156
"0138 Hobøl";"1999";"Personer";4307
"0138 Hobøl";"2000";"Personer";4366
"0138 Hobøl";"2001";"Personer";4472
"0138 Hobøl";"2002";"Personer";4455
"0138 Hobøl";"2003";"Personer";4469
"0138 Hobøl";"2004";"Personer";4504
"0138 Hobøl";"2005";"Personer";4557
"0138 Hobøl";"2006";"Personer";4564
"0138 Hobøl";"2007";"Personer";4578
"0138 Hobøl";"2008";"Personer";4622
"0138 Hobøl";"2009";"Personer";4661
"0138 Hobøl";"2010";"Personer";4742
"0138 Hobøl";"2011";"Personer";4852
"0138 Hobøl";"2012";"Personer";4911
"0138 Hobøl";"2013";"Personer";4980
"0138 Hobøl";"2014";"Personer";5187
"0138 Hobøl";"2015";"Personer";5343
"0138 Hobøl";"2016";"Personer";5382
"0138 Hobøl";"2017";"Personer";5557
"0211 Vestby";"1986";"Personer";10952
"0211 Vestby";"1987";"Personer";11220
"0211 Vestby";"1988";"Personer";11226
"0211 Vestby";"1989";"Personer";11318
"0211 Vestby";"1990";"Personer";11286
"0211 Vestby";"1991";"Personer";11217
"0211 Vestby";"1992";"Personer";11273
"0211 Vestby";"1993";"Personer";11223
"0211 Vestby";"1994";"Personer";11272
"0211 Vestby";"1995";"Personer";11341
"0211 Vestby";"1996";"Personer";11362
"0211 Vestby";"1997";"Personer";11431
"0211 Vestby";"1998";"Personer";11549
"0211 Vestby";"1999";"Personer";11597
"0211 Vestby";"2000";"Personer";11815
"0211 Vestby";"2001";"Personer";12241
"0211 Vestby";"2002";"Personer";12515
"0211 Vestby";"2003";"Personer";12724
"0211 Vestby";"2004";"Personer";12834
"0211 Vestby";"2005";"Personer";12990
"0211 Vestby";"2006";"Personer";13159
"0211 Vestby";"2007";"Personer";13414
"0211 Vestby";"2008";"Personer";13825
"0211 Vestby";"2009";"Personer";14095
"0211 Vestby";"2010";"Personer";14373
"0211 Vestby";"2011";"Personer";14708
"0211 Vestby";"2012";"Personer";15143
"0211 Vestby";"2013";"Personer";15605
"0211 Vestby";"2014";"Personer";15944
"0211 Vestby";"2015";"Personer";16310
"0211 Vestby";"2016";"Personer";16732
"0211 Vestby";"2017";"Personer";17188
"0213 Ski";"1986";"Personer";21551
"0213 Ski";"1987";"Personer";21720
"0213 Ski";"1988";"Personer";21979
"0213 Ski";"1989";"Personer";22167
"0213 Ski";"1990";"Personer";22300
"0213 Ski";"1991";"Personer";22367
"0213 Ski";"1992";"Personer";22530
"0213 Ski";"1993";"Personer";23015
"0213 Ski";"1994";"Personer";23391
"0213 Ski";"1995";"Personer";23595
"0213 Ski";"1996";"Personer";24054
"0213 Ski";"1997";"Personer";24457
"0213 Ski";"1998";"Personer";24766
"0213 Ski";"1999";"Personer";25217
"0213 Ski";"2000";"Personer";25394
"0213 Ski";"2001";"Personer";25536
"0213 Ski";"2002";"Personer";25763
"0213 Ski";"2003";"Personer";26155
"0213 Ski";"2004";"Personer";26588
"0213 Ski";"2005";"Personer";26800
"0213 Ski";"2006";"Personer";27010
"0213 Ski";"2007";"Personer";27247
"0213 Ski";"2008";"Personer";27479
"0213 Ski";"2009";"Personer";27699
"0213 Ski";"2010";"Personer";28023
"0213 Ski";"2011";"Personer";28587
"0213 Ski";"2012";"Personer";28970
"0213 Ski";"2013";"Personer";29307
"0213 Ski";"2014";"Personer";29542
"0213 Ski";"2015";"Personer";29775
"0213 Ski";"2016";"Personer";30261
